,id,lonlat,tags.power,tags.structure,Type,Country
634,2179090520.0,"[-13.075456099999988, 8.328877300000007]",tower,,Node,sierra-leone
635,6317106848.0,"[-12.04860629999999, 8.884952400000016]",tower,,Node,sierra-leone
636,1872320675.0,"[-13.200738399999885, 8.430939999999977]",tower,,Node,sierra-leone
637,1872320659.0,"[-13.190850899999885, 8.423972099999977]",tower,,Node,sierra-leone
638,1872320690.0,"[-12.869046799999884, 8.435227199999977]",tower,,Node,sierra-leone
639,2088169882.0,"[-12.089726099999995, 8.886796800000003]",tower,,Node,sierra-leone
640,7865557377.0,"[-11.913449299999922, 9.314616899999944]",tower,,Node,sierra-leone
641,7865532165.0,"[-11.962217599999926, 9.24971109999994]",tower,,Node,sierra-leone
642,2178168440.0,"[-12.312130999999987, 8.816988200000003]",tower,,Node,sierra-leone
643,2179090547.0,"[-13.08504779999999, 8.335501900000006]",tower,,Node,sierra-leone
644,2179080502.0,"[-11.983301099999986, 8.937977500000002]",tower,,Node,sierra-leone
645,7865532120.0,"[-11.940367999999927, 9.09564229999994]",tower,,Node,sierra-leone
646,2179080500.0,"[-11.988799999999985, 8.934068900000002]",tower,,Node,sierra-leone
647,1983090516.0,"[-12.565742699999987, 8.676445400000011]",tower,,Node,sierra-leone
648,7865557361.0,"[-11.954350399999925, 9.278404199999942]",tower,,Node,sierra-leone
649,2908543014.0,"[-11.808610599999891, 9.00590729999992]",tower,,Node,sierra-leone
650,8668408902.0,"[-12.227143600000064, 8.74218869999998]",tower,,Node,sierra-leone
651,1872320895.0,"[-12.706077799999884, 8.611404099999977]",tower,,Node,sierra-leone
652,2179080531.0,"[-11.880864999999986, 8.978808000000003]",tower,,Node,sierra-leone
653,7865557383.0,"[-11.887024999999923, 9.310269399999944]",tower,,Node,sierra-leone
654,1872320743.0,"[-12.855623199999883, 8.444784999999975]",tower,,Node,sierra-leone
655,1872320899.0,"[-12.684179199999884, 8.621440799999975]",tower,,Node,sierra-leone
656,7865532150.0,"[-11.965220499999926, 9.19474069999994]",tower,,Node,sierra-leone
657,2088169815.0,"[-12.130818299999996, 8.865465600000002]",tower,,Node,sierra-leone
658,2088169680.0,"[-12.269034000000001, 8.8217589]",tower,,Node,sierra-leone
659,2287849920.0,"[-13.028321700000014, 8.907176400000024]",tower,,Node,sierra-leone
660,3566595502.0,"[-11.733290900000007, 9.064307200000012]",tower,,Node,sierra-leone
661,7865532126.0,"[-11.956116499999926, 9.11242009999994]",tower,,Node,sierra-leone
662,2908543019.0,"[-11.78264859999989, 9.02316669999992]",tower,,Node,sierra-leone
663,7865558837.0,"[-11.758883799999923, 9.39664999999994]",tower,,Node,sierra-leone
664,8668408908.0,"[-12.233623800000064, 8.72762879999998]",tower,,Node,sierra-leone
665,7865532117.0,"[-11.933229299999924, 9.08800019999994]",tower,,Node,sierra-leone
666,2179090540.0,"[-13.00919109999999, 8.331762800000007]",tower,,Node,sierra-leone
667,2479777801.0,"[-12.04692540000001, 8.895332900000126]",tower,,Node,sierra-leone
668,2088169890.0,"[-12.086246999999995, 8.888178100000003]",tower,,Node,sierra-leone
669,2179080512.0,"[-11.949024199999986, 8.951336400000002]",tower,,Node,sierra-leone
670,6533607295.0,"[-12.839354100000035, 8.456303200000034]",tower,,Node,sierra-leone
671,2179090493.0,"[-13.058362099999988, 8.324556600000008]",tower,,Node,sierra-leone
672,2088169818.0,"[-12.128782299999996, 8.866840600000002]",tower,,Node,sierra-leone
673,1872320650.0,"[-13.186250299999884, 8.418937399999978]",tower,,Node,sierra-leone
674,2088169765.0,"[-12.1791972, 8.838435300000002]",tower,,Node,sierra-leone
675,7657401097.0,"[-11.889669499999933, 9.064435900000039]",tower,,Node,sierra-leone
676,7865558823.0,"[-11.787022899999922, 9.38066959999994]",tower,,Node,sierra-leone
677,2179090554.0,"[-13.100073399999989, 8.345876100000005]",tower,,Node,sierra-leone
678,2179080505.0,"[-11.972158399999985, 8.942892700000003]",tower,,Node,sierra-leone
679,7657398870.0,"[-11.769107899999936, 9.033941400000039]",tower,,Node,sierra-leone
680,2179080516.0,"[-11.925781999999987, 8.960188900000002]",tower,,Node,sierra-leone
681,6533607291.0,"[-11.724767100000035, 9.068144800000034]",tower,,Node,sierra-leone
682,2179090534.0,"[-13.019002699999989, 8.330298600000008]",tower,,Node,sierra-leone
683,2179080551.0,"[-11.845934999999985, 8.991916800000002]",tower,,Node,sierra-leone
684,7657401104.0,"[-11.921935899999935, 9.076077900000039]",tower,,Node,sierra-leone
685,3869423060.0,"[-12.770338300000164, 8.525593599999855]",tower,,Node,sierra-leone
686,2088169894.0,"[-12.080268099999994, 8.888992900000003]",tower,,Node,sierra-leone
687,1872320564.0,"[-13.162127499999881, 8.390715299999973]",tower,,Node,sierra-leone
688,1872320729.0,"[-12.860793599999884, 8.441135499999975]",tower,,Node,sierra-leone
689,2299249540.0,"[-12.015405600000031, 8.915231800000006]",tower,,Node,sierra-leone
690,2088169810.0,"[-12.133260099999996, 8.863816800000002]",tower,,Node,sierra-leone
691,1983090483.0,"[-12.653152599999984, 8.635632100000011]",tower,,Node,sierra-leone
692,7865558787.0,"[-11.873390199999921, 9.306959899999942]",tower,,Node,sierra-leone
693,2908543012.0,"[-11.826843099999891, 8.99900859999992]",tower,,Node,sierra-leone
694,7865558815.0,"[-11.802395599999922, 9.359871999999942]",tower,,Node,sierra-leone
695,1873479447.0,"[-12.79884009999988, 8.487564899999974]",tower,,Node,sierra-leone
696,3138736704.0,"[-12.93772320000007, 8.386521199999956]",tower,,Node,sierra-leone
